ID,DBSN,PID,SID,AnnotationID,ST,ET,Speech
1173,99,70,2,4365de4239774ee6b03d253968aa1eeb,345100,347500,okay Baxter take the onion
1174,100,70,3,d6036351234b4bfab828cccd6b1d5c3f,378150,380600,Baxter put the onion on the cutting board
1175,101,70,4,3e8f7c1373ef4e5b99af5e9d550b20a7,454450,456020,and use it to cut the onion
1176,102,70,5,478aa22640524255aae4d0d23c06e5c5,463300,465200,Baxter pick up the tomato
1177,103,70,6,ca3a7d2755e34fb3845c8c9a29d48357,470300,472450,Baxter pick up the tomato
1178,104,70,7,705de92d8dbc4bce8513897c5166c0b2,472800,474850,oh Baxter pick up the red thing
1179,105,70,8,dfc93a7b6b8a431f922ba1f86ba687c7,479550,480500,the red thing
1180,106,70,9,379695ce299249d18d7aacba65dbe2c1,503050,504500,Baxter turn on the stove
1181,107,70,10,a7e920fcc53f46aea6a67e7470a586c7,534600,537050,and pour some in it in the pot
1182,108,70,11,a37e7b4400c040de8f7f5668dbe63db7,544200,549500,Baxter take the chopped onions and red stuff and put them in the pot
1183,109,70,12,36ee790f65b647f89bd4cb09f659b4f6,585100,588450,take some seasoning and put it in the pot
1184,110,70,13,eea799fe11b444f2843585eba8642230,609300,612700,put some pepper and put it it in the uh pot
1185,111,70,14,780e77ebb303449985947a6c347196b7,633450,634850,take a spoon
1186,111,70,15,9e4835384cff463d8a1d38bb5ffc8fea,636488,638628,and stir the pot
1187,112,70,16,3bd4665a72ab4dc28d97aa71ab87d479,657850,660000,ok Baxter take the potato
1188,113,70,17,ed846efa0a744416a5db43e7600679fa,664300,666350,use the knife to cut the potato
1189,114,70,18,4547e3316eb849e994518a82397da208,696900,699130,and cut it into tinier pices
1190,115,70,19,e696d9e40b82482a913406eb564a6737,717950,719900,and cut into tinier pieces
1191,116,70,20,55975df5a03a4dd7b2f3871635f070ca,738250,740100,and take the lid off the pot
1192,117,70,21,a3afe00ae0c547a7bcea1cb0fcbd4c2c,755550,760200,okay Baxter take the cutting board and dump it into the pot
1193,118,70,22,f532dfc8506f43d3a4a175894641f161,790450,792950,and turn the fire off from the first pot
1194,119,70,23,8e7eebc693bc429fa79e4027d3c797be,803600,808000,uh Baxter take the first pot and dump it into the second pot
1195,120,70,24,0b0cbf1a374d41a18d33759a01a9e116,831250,837890,okay Baxter uh take some  seasoning on your right and pour it into the second pot
1196,121,70,25,ca152f795f7842b981fae8058b036793,866450,869100,okay Baxter stir the pot
1197,123,70,26,168be3f0b974467c83615d3a56bc0dc6,876550,879850,okay no Baxter approach the stove
1198,124,70,27,443dedf1ee4541f78d63b44f38033a78,882850,886500,Baxter take a spoon and stir the pot
1199,125,70,28,aba92fd16ec4407ca436a8b7c001b77b,892350,894800,Baxter turn 180 degrees
1200,126,70,29,8ca3f2eb0b4e4d909c28cc124724dfd5,901250,903800,Baxter turn this turn the pot
1201,127,70,30,f07d79b53bfa458ebb6b526ff9c58d13,925450,927950,Baxter put the lid on the pot
1202,128,70,31,79384e6ee73045d0890930d268a4f539,942950,945850,ok Baxter turn off the stove
1203,129,70,32,b883b526f0c241ab815735af337c56b0,957750,960100,Baxter take the lid off the pot
1204,130,70,33,c87cceabac934c95b3956e0b80c8ebeb,979850,984200,ok Baxter take a bowl and put some soup in the bowl
